description,name,source,url
Benchmark for evaluating LLMs on real-world software engineering problems. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FSWE-bench%2FSWE-bench&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),SWE-bench,GitHub Awesome,https://github.com/SWE-bench/SWE-bench
"🆕 Framework for evaluating and optimizing agents and LLMs at scale — run Terminal-Bench 2.x and custom benchmarks across thousands of cloud sandboxes, generate RL rollouts; a Stanford × Laude Institute collaboration. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fharbor-framework%2Fharbor&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Harbor,GitHub Awesome,https://github.com/harbor-framework/harbor
"Crowdsourced AI benchmark using human preference voting; leaderboards now cover LLMs, image generation, and code models. LMSYS → LMArena (2025) → Arena (2026).",Arena (formerly LMArena / LMSYS Chatbot Arena),GitHub Awesome,https://arena.ai/
"💰 LLM evaluation/red-teaming company now positioned as a frontier research lab building digital world models and simulation infrastructure for agent training ($50M Series B); research artifacts include Lynx, FinanceBench, and GLIDER.",Patronus AI,GitHub Awesome,https://www.patronus.ai/
"Pytest-style LLM eval framework with 14+ built-in metrics (G-Eval, hallucination, faithfulness). Most-starred open-source eval lib in 2026. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fconfident-ai%2Fdeepeval&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",DeepEval,GitHub Awesome,https://github.com/confident-ai/deepeval
Official client SDK for LangChain's hosted observability platform. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Flangchain-ai%2Flangsmith-sdk&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),LangSmith SDK,GitHub Awesome,https://github.com/langchain-ai/langsmith-sdk
"Standalone library of best-practice LLM eval scorers (factuality, JSON validity, semantic similarity, etc.) by Braintrust. Drop-in for any framework. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fbraintrustdata%2Fautoevals&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",AutoEvals,GitHub Awesome,https://github.com/braintrustdata/autoevals
"⚠️ **Unverified.** Self-described multi-dimensional agent evaluation harness (17-judge tribunal, deception detectors, 10 scoring dimensions). Repo is single-maintainer with very low independent adoption; the same submission was sent to 8+ awesome lists in parallel — one was merged at [eudk/awesome-ai-tools](https://github.com/eudk/awesome-ai-tools/pull/229), the rest are pending or declined. Listed for visibility, evaluate before relying on its scores. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FAgnuxo1%2Fbenchclaw&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",BenchClaw,GitHub Awesome,https://github.com/Agnuxo1/benchclaw
"⚠️ **Unverified.** Commercial AI-visibility monitoring service — tracks how ChatGPT, Claude, Gemini, Perplexity, Copilot, and Grok describe brands and which competitors they recommend, refreshed daily across 9+ platforms. Submitted to 10 awesome lists on the same day — promising category but listed for visibility only, evaluate before purchasing.",PromptEden,GitHub Awesome,https://www.prompteden.com
"🆕 Open-source observability platform purpose-built for long-running AI agents (Apache-2.0, YC S24). OpenTelemetry-native, transcript view, Signals, SQL over traces, browser-agent session replay. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Flmnr-ai%2Flmnr&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Laminar,GitHub Awesome,https://github.com/lmnr-ai/lmnr
"🆕 **May 2026 (Interrupt 2026)**. Autonomous failure-diagnosis layer for LangSmith — clusters production failures into prioritised issues, root-causes them across traces and code, and proposes fixes for human review. Companion to the new SmithDB (Rust + DataFusion-backed agent observability database).",LangSmith Engine,GitHub Awesome,https://www.langchain.com/blog/interrupt-2026-overview
"Zero-instrumentation eBPF observability for LLM/coding agents. Captures syscall-level traces (process, file, network) without modifying the agent, enabling full-stack behavioral analysis. MIT. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Feunomia-bpf%2FAgentSight&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",AgentSight,GitHub Awesome,https://github.com/eunomia-bpf/AgentSight
"Real-time status monitoring for 77+ AI services (OpenAI, Anthropic, Cursor, etc.) with status badges and API, AI news aggregator from 71+ sources, and an MCP server directory with 80+ servers. Free, no signup.",Prismix,GitHub Awesome,https://prismix.dev
"🆕 **June 16, 2026**. Agentic AI trust layer for unified identity, observability, and governance — discovery/inventory, runtime policy enforcement, audit trails. (Unrelated to the interactive-content company of the same name.)",Ceros (by Beyond Identity),GitHub Awesome,https://www.prnewswire.com/news-releases/ceros-launches-providing-unified-identity-observability-and-governance-for-every-ai-agent-and-workflow-302800721.html
"🆕 **June 2026**. Dedicated suite to test, validate, and optimize autonomous agent performance in customer-facing scenarios.",Zoom Agent Performance Suite,GitHub Awesome,https://news.zoom.com/introducing-agent-architect-and-agent-performance-suite-for-zoom-virtual-agent/
"🆕 Agent monitoring, compliance, and testing toolkit with session replays; MCP server for zero-config observability of any MCP-connected agent; 5K+ stars. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FAgentOps-AI%2Fagentops&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",AgentOps,GitHub Awesome,https://github.com/AgentOps-AI/agentops
"Standardized spans, metrics, and events for GenAI clients, agents, tool invocations, and MCP — vendor-neutral tracing across any OTel backend (Arize, Langfuse, Helicone, Jaeger, etc.). Moved out of the core semconv repo into a dedicated GenAI repository.",OpenTelemetry GenAI Semantic Conventions,GitHub Awesome,https://github.com/open-telemetry/semantic-conventions-genai
"🆕 Open-source security-automation platform that captures complete agent traces for SOC workflows — integrates AI agents with detection, enrichment, and response pipelines. AGPL-3.0 (with enterprise-edition exceptions). ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FTracecatHQ%2Ftracecat&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Tracecat,GitHub Awesome,https://github.com/TracecatHQ/tracecat
"🆕 ⚡ **v4.0.0, July 29, 2026**. Major release for the self-hostable LLM observability stack: full-text search across inputs/outputs/metadata, a new filter search bar, monitors & alerts, and rebuilt Observations API v2 / Metrics API v2 that the project claims are up to **165× faster**.",Langfuse v4,GitHub Awesome,https://github.com/langfuse/langfuse/releases/tag/v4.0.0
"⚠️ **Unverified** (new repo, single maintainer, no third-party adoption yet). Self-hosted or SaaS LLM-ops platform — prompt versioning, an AI gateway, tracing, a tool catalog, and evaluation runs. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FAcruxCore%2FAcruxCore&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",AcruxCore,GitHub Awesome,https://github.com/AcruxCore/AcruxCore
"The AI community's platform — models, datasets, and Spaces for ML research.",Hugging Face,GitHub Awesome,https://huggingface.co/
The de-facto standard library for models and training tooling. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fhuggingface%2Ftransformers&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Hugging Face Transformers,GitHub Awesome,https://github.com/huggingface/transformers
🆕 High-throughput LLM serving engine with PagedAttention. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fvllm-project%2Fvllm&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),vLLM,GitHub Awesome,https://github.com/vllm-project/vllm
"Run LLMs locally with a simple API. Supports Llama, Mistral, Qwen, and more. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Follama%2Follama&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Ollama,GitHub Awesome,https://github.com/ollama/ollama
Desktop app for running local LLMs with a user-friendly interface.,LM Studio,GitHub Awesome,https://lmstudio.ai/
🆕 Fast serving framework for large language and vision models. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fsgl-project%2Fsglang&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),SGLang,GitHub Awesome,https://github.com/sgl-project/sglang
LLM inference in C/C++ — run models on consumer hardware. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fggml-org%2Fllama.cpp&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),llama.cpp,GitHub Awesome,https://github.com/ggml-org/llama.cpp
🆕 Apple's array framework for ML on Apple silicon. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fml-explore%2Fmlx&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),MLX,GitHub Awesome,https://github.com/ml-explore/mlx
🆕 Fine-tune LLMs 2x faster with 70% less memory. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Funslothai%2Funsloth&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Unsloth,GitHub Awesome,https://github.com/unslothai/unsloth
Unified API for accessing 400+ AI models from 70+ providers.,OpenRouter,GitHub Awesome,https://openrouter.ai/
"ML experiment tracking, dataset versioning, and model management.",Weights & Biases,GitHub Awesome,https://wandb.ai/
Multi-type data labeling and annotation tool. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FHumanSignal%2Flabel-studio&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Label Studio,GitHub Awesome,https://github.com/HumanSignal/label-studio
"🆕 **May 2026 (Interrupt 2026)**. LangChain's purpose-built agent observability database. Rust on top of Apache DataFusion + Vortex, with object-storage backing for trace data — designed for the volumes and access patterns of agent traces.",SmithDB,GitHub Awesome,https://www.langchain.com/blog/interrupt-2026-overview
🆕 AWS's evaluation framework for agent workflows — Case/Experiment/Evaluator structure with LLM-as-judge support; companion to Strands Agents SDK. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fstrands-agents%2Fevals&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Strands Evals (AWS),GitHub Awesome,https://github.com/strands-agents/evals
"🆕 AI research assistant for literature and systematic review over a very large academic-paper corpus. **July 15, 2026**: shipped a public [API and MCP server](https://elicit.com/blog/elicit-api) so agents and workflows can call its search and review capabilities directly. **July 17, 2026**: published a paper-search evaluation reporting it outperformed five other search systems on BioASQ (vendor-run evaluation).",Elicit,GitHub Awesome,https://elicit.com/
"AI research tool for solo founders — surfaces demand-backed app and micro-SaaS ideas from public signals, buyer pain, market evidence, MVP scope, and monetization paths. Freemium.",IdeaHunter,GitHub Awesome,https://ideahunter.today
The foundational paper on reasoning + acting in LLMs.,ReAct: Synergizing Reasoning and Acting in Language Models,GitHub Awesome,https://arxiv.org/abs/2210.03629
